C:\ICPCHEM\1\DATA\WOLFGANG\2011\4JAN11\486_487.D,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,Acquired      : Jan 4 2011  05:45 pm using AcqMethod Teeth10s.M,,,,,,,,,,,,
Time [Sec],Li7,Na23,Mg25,Al27,Ca43,Mn55,Zn66,Rb85,Sr88,Y89,Ba138,Ce140,Nd146,Pb208,U238
425.757,62923.34,43684291.6,1398531.96,5250.87,3462672.34,214425.71,24093.89,500.01,2840840.1,25,841275.7,25,25,350,825.02
426.23,62421.38,43615219.72,1391243.98,4350.6,3413959.45,227815.09,24093.89,400.01,2838313.93,100,849586.44,0,0,450.01,400.01
426.703,57904.46,43703313.48,1427182.45,3700.43,3420427.03,207127.3,22841.98,500.01,2887251.82,25,823795.23,25,0,325,525.01
427.176,63073.93,43745579.1,1414229.43,4250.57,3407521.95,212296.66,24519.57,750.02,2812702.8,25,841090.35,0,50,275,850.03
427.648,60514.08,43273047.84,1443495.74,4150.55,3464419.61,211435.01,22391.32,550.01,2850590.69,50,834688.3,150,0,425.01,475.01
428.122,58055.01,43499035.35,1410139,4150.55,3420266.48,207481.99,22691.76,850.02,2883380.92,25,845509.88,0,0,425.01,250
428.595,62571.96,43728475.98,1414620.93,4450.63,3438584.45,213411.87,25746.57,50,2915130.53,25,842942.69,25,0,600.01,450.01
429.068,60664.65,43718004.1,1419001.59,3500.39,3401431.33,213766.7,23868.54,750.02,2860054.17,75,836672.19,0,0,275,525.01
429.541,57001.23,43774169.73,1389673.76,4550.66,3426412.58,207684.7,23442.89,600.01,2859716.47,50,830430.49,0,0,300,350
430.014,61066.17,43140744.71,1381862.34,4400.61,3360095,207279.33,23017.25,750.02,2804353.19,50,833365.84,0,0,250,275
430.487,58757.56,43582807.22,1405358.04,3500.39,3411684.84,210421.29,23668.23,650.01,2844187.76,0,836619.16,0,0,225,350
430.96,58958.3,43183650.97,1404654.33,4250.57,3367120,208242.12,23492.96,600.01,2820759.63,75,829187.91,0,0,425.01,475.01
431.433,58406.29,43928316.61,1377028.64,3550.4,3406111.01,197705.23,22942.13,900.03,2827494.4,125,836725.02,0,0,400.01,325
431.906,60212.95,43496154.1,1379029.82,3650.42,3439377.81,209509.06,23042.28,750.02,2864172.72,125,827152.26,0,0,350,325
432.379,62973.52,43838047.85,1387993.59,3850.47,3455486.41,202567.52,23618.16,700.02,2863823.7,100,828923.46,25,0,225,400.01
432.853,59209.21,43791407.23,1393346.32,3400.37,3378152.03,196743.08,24769.97,550.01,2871621.94,25,836857.25,75,0,350,600.01
433.326,58305.92,44390919.74,1394327.18,3500.39,3448180.55,211384.31,23693.27,750.02,2891837.37,50,852790.35,25,0,250,475.01
433.799,61819.05,44084179.11,1389097.59,4800.73,3434928.98,216656.5,23292.66,750.02,2896619.79,25,840296.6,0,0,600.01,700.02
434.272,61266.93,44252825.99,1383947.2,4750.71,3442169.61,211688.43,23242.58,550.01,2920959.44,50,849586.44,0,0,425.01,850.03
434.745,61969.62,44186375.99,1389427.47,4500.64,3486121.95,218126.93,24494.53,700.02,2921364.52,25,844133.61,75,25,325,900.03
435.218,61467.71,44540832.25,1406167.41,4650.69,3430329.37,221473.98,24469.49,400.01,2889221.16,50,843154.32,25,0,225,650.02
435.691,60514.08,44238929.11,1405617.61,4800.73,3482074.69,216352.28,25195.66,1000.03,2931165.5,25,841963.59,25,0,450.01,600.01
436.164,62120.22,44176450.99,1418381.48,4600.67,3493136.8,208647.56,22166,900.03,2902538.74,25,853161.15,50,50,275,800.02
436.637,62320.99,44317669.74,1393509.02,4300.59,3474884.06,216555.08,23442.89,900.03,2916846.55,25,847309.78,0,0,325,775.02
437.11,61216.74,44111025.99,1388116.73,5300.89,3454914.14,211992.53,22341.25,550.01,2914106.51,75,845536.35,25,0,550.01,800.02
437.583,59510.33,44531388.5,1386920.44,4700.7,3411237.97,213868.07,23668.23,300,2886301.04,50,842889.67,75,25,500.01,1000.04
438.056,61467.71,43920825.98,1369089.68,4550.66,3381591.48,195527.82,23893.58,500.01,2846539.71,50,838338.79,25,0,175,550.01
438.529,61618.28,43943654.11,1377560.87,4450.63,3409314.92,203226.07,24043.82,800.02,2821997.52,0,852181.37,25,0,375.01,800.02
439.002,60815.22,44032010.36,1402864.29,4500.64,3429339.92,209711.8,23292.66,600.01,2891212.96,25,851942.99,50,0,375.01,1150.05
439.475,64328.91,44079250.99,1373422,4100.53,3413422.34,205961.94,25746.57,450.01,2952011.2,125,854167.5,0,0,375.01,1100.04
439.948,61919.43,44199829.11,1419727.38,8552.32,3475637.58,210725.4,24920.21,350,2912142.84,25,855994.94,50,25,325,1700.11
440.421,57001.23,44010197.86,1394142.41,4100.53,3434005.15,215845.29,25596.32,600.01,2909025.85,125,855120.92,0,25,325,1550.09
440.894,59560.52,44294375.99,1380428.55,4100.53,3444303.98,211029.55,24970.29,600.01,2889817.45,75,845642.21,0,0,300,1725.11
441.367,57603.38,44065532.23,1403805.5,5200.86,3433809.06,216402.98,22967.17,650.01,2901036.39,125,853399.43,0,0,325,2500.23
441.841,58556.83,43710566.6,1376698.76,5550.98,3332231.32,219851.13,23643.2,350,2899416.08,100,849824.92,25,0,425.01,1900.13
442.314,59209.21,44077504.11,1385636.07,4650.69,3384539.14,218481.91,24444.45,650.01,2867942.25,100,834159.3,0,0,400.01,1550.09
442.787,58406.29,43983966.61,1372568.78,6151.2,3401441.09,211485.7,24043.82,950.03,2886379.75,75,840931.56,50,25,350,2475.22
443.26,58255.73,43929397.86,1347991.05,4250.57,3367948.51,203327.4,25370.95,800.02,2867205.14,150,840561.15,0,0,375.01,1100.04
443.733,59108.85,43318541.59,1386656.48,4750.71,3376876.64,201605.05,24018.78,1000.03,2893114.52,25,826967.11,75,25,475.01,875.03
444.206,61568.08,43522682.22,1369639.48,5901.1,3338809.45,193249.47,23543.04,500.01,2841374.67,75,827072.87,25,25,350,650.02
444.679,64328.91,43784213.48,1344023.76,4900.76,3337528.98,186467.02,23743.35,750.02,2811729.36,175,822394.45,0,25,625.01,200
445.152,61969.62,43540810.35,1365725.03,3550.4,3344955.54,198363.58,23543.04,900.03,2844289.13,50,816819.4,0,0,275,250
445.625,63927.3,43897147.86,1377635.58,4400.61,3430183.67,188339.47,24369.33,400.01,2883600.46,50,832043.67,50,50,300,275
446.098,54944.06,43840263.48,1389291.05,3150.31,3373446.95,199224.53,23968.7,650.01,2834122.33,0,838894.26,25,0,325,475.01
446.571,58305.92,44008932.23,1388195.93,3500.39,3422129.37,202162.27,24269.17,700.02,2873360.42,25,836539.86,75,0,550.01,900.03
447.044,60263.14,43977394.73,1382262.63,4000.51,3468200.86,210826.74,24244.13,1000.03,2903990.3,75,845748.07,0,0,425.01,1425.07
447.517,61517.9,43306813.47,1368962.14,3850.47,3438659.84,223553.59,23192.51,700.02,2896743.62,125,857504.8,75,0,500.01,1650.1
447.99,58456.46,44053769.73,1399420.34,5100.82,3418800.08,229895.51,25370.95,550.01,2897542.45,50,855597.68,0,50,400.01,1750.11
448.463,61066.17,44167125.99,1376311.75,5250.87,3457369.61,217670.59,23492.96,700.02,2959314.13,75,858299.43,0,25,375.01,1100.04
448.936,56800.52,44011738.48,1351452.47,5200.86,3462285.62,239895.61,22992.21,500.01,2899472.33,50,855518.18,75,75,375.01,1550.09
449.409,63776.7,44040172.86,1379021.03,6601.38,3505996.95,247666.66,23142.43,550.01,2924644.6,75,871656.66,75,0,300,2500.23
449.882,64529.71,44168857.24,1361128.74,5500.96,3491957.11,262254.11,24143.97,700.02,2924728.97,150,874440.84,50,0,200,2275.19
450.355,60614.45,44438716.62,1380586.85,5150.84,3490154.37,263474.57,24319.25,550.01,2929584.64,125,890440.55,100,0,225,2275.19
450.829,59861.63,44212622.86,1370752.28,5250.87,3521934.84,270239.75,24118.93,700.02,2937438.93,75,885609.79,100,0,475.01,2100.16
451.302,61317.13,44322760.37,1337087.63,5901.1,3531611.02,275073.81,24644.77,900.03,2983406.32,125,881762.13,100,25,350,1975.14
451.775,59962.01,43920779.11,1358802.08,5050.81,3491459.84,261084.55,25070.46,600.01,2948404.75,75,878949.92,75,0,425.01,1550.09
452.248,58456.46,43770369.73,1343254.13,5701.03,3480854.77,251680.65,23793.43,450.01,2959207.29,50,854538.3,100,0,275,1225.05
452.721,57051.41,43775844.73,1350124.25,4600.67,3434964.14,238169.27,22416.35,700.02,2863075.45,50,861028.24,25,0,350,700.02
453.194,58707.37,44101394.74,1330362.63,3000.29,3439850.08,216859.28,23693.27,800.02,2878446.74,50,851413.5,25,25,475.01,375.01
453.667,62320.99,43698622.85,1329628.15,4150.55,3452307.89,210624.05,23818.47,700.02,2938676.82,75,864022.68,0,0,225,450.01
454.14,61668.47,44062719.73,1329249.93,3750.45,3374596.95,206367.24,22366.28,450.01,2829227.41,25,858113.89,0,0,375.01,225
454.613,60012.2,43862235.36,1314238.51,4400.61,3451067.66,196743.08,21665.28,300,2867959.24,0,836486.93,75,0,500.01,325
455.086,57302.3,43865516.61,1337052.47,3500.39,3447196.17,200490.75,21865.56,1000.03,2908513.93,125,850619.16,25,25,450.01,575.01
455.559,58908.11,44053841.61,1326395.44,3300.34,3514407.5,202415.54,22416.35,300,2911135.81,50,842095.92,25,0,400.01,1225.05
456.032,58857.93,43870600.98,1313565.56,4550.66,3470475.47,205708.57,22466.43,600.01,2879965.88,0,859041.23,75,50,350,1075.04
456.505,61317.13,44075788.49,1324618.49,3900.48,3483872.34,208546.22,22892.06,1000.03,2869101.24,50,856180.39,25,0,200,1150.05
456.978,58607.01,44184447.86,1315795.54,4300.59,3424725.47,198262.27,22666.72,700.02,2873293.03,125,855677.07,50,0,225,975.03
457.451,59761.26,43965994.73,1302697.39,4950.78,3456947.73,206265.95,23518,600.01,2882446.94,25,854909.1,50,50,250,1000.04
457.924,60263.14,43917575.98,1311164.09,4650.69,3456686.8,223553.59,22716.8,950.03,2888427.8,25,860418.96,25,0,425.01,1150.05
458.397,62220.59,44313525.99,1287193.39,4200.56,3489586.8,227612.09,23643.2,650.01,2978111.79,100,872293.09,50,0,675.02,1250.06
458.87,61166.55,44492457.24,1320141.05,4800.73,3548743.83,235072.44,23392.81,700.02,2937630.34,100,884734,125,0,475.01,1425.07
459.343,61317.13,44678454.12,1282425.61,5701.03,3484379.77,246853.81,24043.82,700.02,2970521.94,100,885530.1,25,0,350,1250.06
459.816,59811.45,44861729.13,1304562.24,5200.86,3529245.78,251680.65,23467.93,800.02,2976407.1,25,891900.8,25,0,50,1625.1
460.29,61015.97,44682332.25,1277341.14,6701.42,3549406.72,258796.61,25170.62,600.01,2954751.24,150,883247.87,75,0,425.01,2000.15
460.763,61266.93,44274713.49,1278009.7,4650.69,3498078.2,273598.05,25120.54,700.02,2959449.28,25,886644.75,0,50,450.01,2200.18
461.236,60413.7,44614547.87,1267013.99,5200.86,3459714.53,275328.3,25195.66,550.01,2959606.71,100,891343.18,25,25,325,5401.07
461.709,58406.29,44244963.49,1313530.4,6701.42,3519343.83,293202.3,25721.53,800.02,3033345.77,0,909779.41,75,0,400.01,7477.04
462.182,62471.57,45010054.13,1310790.26,6351.28,3541884.84,294425.15,26798.37,1000.03,3071694.99,50,924991.72,75,0,350,8527.66
462.655,66186.45,45240885.39,1306193.97,5751.05,3551847.35,298909.94,27549.7,500.01,3056306.9,50,924273.36,50,0,7051.78,8577.69
463.128,63324.92,45185235.38,1307548.66,7151.62,3588643.83,288719.17,25320.87,550.01,3069050.65,75,925763.4,25,50,250,7577.1
463.601,61367.32,45087901.01,1320251.01,6351.28,3579278.99,282556.89,25721.53,400.01,3053645.58,75,913527.95,125,0,450.01,9178.08
464.074,62571.96,45167254.13,1337026.1,6251.24,3575367.27,275531.92,25220.71,700.02,3015037.57,175,927812.62,25,25,425.01,13131.3
464.547,63174.32,45334691.64,1321689.19,7351.71,3562141.1,272580.3,26272.47,650.01,3032648.11,50,918048.65,25,0,475.01,12831.01
465.02,63575.9,45866319.78,1324363.41,7301.69,3607248.13,273954.23,26272.47,650.01,3058636.2,175,928371.51,175,0,450.01,12856.04
465.493,63425.31,45683444.77,1335495.44,5450.94,3632013.75,263728.86,27098.9,800.02,2991378.78,125,928531.17,75,50,375.01,13081.25
465.966,60815.22,45721285.4,1333744.95,6151.2,3577913.36,248885.97,26748.29,350,3050776.24,100,924858.81,75,0,425.01,11054.47
466.439,65031.73,45966072.9,1364431.87,6701.42,3607027.42,248530.3,24169.01,550.01,3062225.85,75,919059.3,225,0,275,9228.11
466.912,59911.82,45812432.27,1342541.53,5150.84,3571842.27,244313.99,23943.66,600.01,3053848.12,100,902099.53,150,0,425.01,8352.55
467.385,60664.65,45584301.02,1358722.88,6301.26,3547825.08,247920.68,23943.66,600.01,3014120.58,125,907573.36,125,50,350,9328.18
467.858,63224.51,45052263.51,1348659.6,6201.22,3600846.17,262304.94,25596.32,650.01,3005759.83,125,921586.25,225,25,475.01,7577.1
468.331,62571.96,45463485.39,1316736.75,7751.9,3585420.39,277415.09,25045.42,450.01,3041644.6,125,905287.81,325,0,450.01,8252.49
468.804,64881.12,45139663.51,1322652.47,5851.08,3587534.46,269476.67,26547.93,800.02,3058698.12,175,912198.56,150,0,425.01,6626.6
469.278,61869.23,45200082.26,1326971.61,7101.6,3544129.38,282607.82,26497.86,1050.04,3075413.94,175,935905.2,225,0,450.01,7802.22
469.751,62722.56,45332532.26,1340320.44,6851.49,3570933.67,280214.92,25821.7,600.01,3086818.62,250,936064.86,250,25,250,10754.22
470.224,61317.13,45379535.39,1323760.77,7551.81,3541236.8,298502.18,27349.35,800.02,3144826.24,100,953276.19,450.01,25,350,12881.06
470.697,62471.57,45719360.4,1353524.15,7451.76,3578791.88,310331.55,28125.75,850.02,3191136.79,425.01,978810.08,400.01,0,625.01,13756.91
471.17,62772.76,46067672.9,1385794.46,8852.48,3633736.02,326611.58,29628.57,700.02,3193021.56,200,985193.58,300,25,625.01,15633.93
471.643,61568.08,45966479.15,1369014.97,9552.89,3668941.1,330748.05,27374.39,950.03,3230971.36,350,987090.45,450.01,25,500.01,15583.87
472.116,62019.82,46511607.29,1391657.36,10503.49,3636412.58,331718.54,30304.88,350,3149558.08,200,1008292.7,450.01,0,575.01,14357.53
472.589,62973.52,46909835.42,1388455.4,10403.43,3691924.3,339739.8,28376.21,250,3231111.99,200,994118.97,325,25,400.01,15258.51
473.062,62873.14,46639257.29,1378700.03,10253.33,3638672.35,348327.64,29252.85,750.02,3274671.17,225,1002300.61,575.01,0,500.01,14582.77
473.535,63977.5,46657060.42,1368671.91,9602.92,3670387.58,337951.25,29628.57,950.03,3227274.88,200,988132.35,450.01,25,525.01,12555.76
474.008,62873.14,45692216.65,1344925.42,8952.54,3719552.04,330186.24,27349.35,300,3216168.43,200,987651.49,275,0,500.01,9403.23
474.481,62320.99,45966329.15,1338363.21,9002.57,3625661.8,312167.95,27399.43,800.02,3099556.71,175,953809.59,350,25,275,7226.91
474.954,63124.12,46422954.16,1369701.1,8352.21,3648770.39,308036.34,28902.19,600.01,3120323.51,150,964236.84,250,25,300,6026.33
475.427,62923.34,46191254.16,1349565.66,7551.81,3644135.63,314004.57,28225.93,700.02,3048368.04,175,966985.08,200,25,350,5551.13
475.9,60463.89,46532485.42,1350005.5,6901.51,3689127.43,316912.97,28451.34,800.02,3134833.86,200,952050.12,275,50,350,5376.06
476.373,65232.55,46639257.29,1350638.8,6901.51,3559233.67,320281.28,29578.47,700.02,3129736.4,125,958075.61,300,25,375.01,5601.15
476.846,64278.7,46368094.79,1366463.9,7151.62,3632139.53,310994.66,28276.02,600.01,3117195.19,275,958102.27,250,0,300,7026.8
477.319,58657.19,46367376.04,1351637.24,7601.83,3640786.41,303396.03,30279.84,350,3079577.41,275,962903.15,375,25,375.01,6851.72
477.792,59911.82,45947426.03,1382816.83,9152.65,3634358.67,301254.74,28476.39,700.02,3112891.09,175,972002.27,275,0,450.01,6551.57
478.266,62521.77,46039832.28,1369995.73,7751.9,3611616.88,296259.72,28551.53,700.02,3090368.82,275,941018.48,300,75,500.01,5976.31
478.739,62220.59,46797307.3,1384474.93,8702.4,3597371.17,290094.51,28626.67,450.01,3075098.9,150,949917.89,275,0,325,4875.87
479.212,60514.08,45735185.4,1360042.41,6851.49,3564948.13,283117.02,28100.7,1000.03,3005275.85,125,918208.32,325,0,375.01,4175.64
479.685,60514.08,45249613.51,1356453.35,8202.13,3572470,287496.66,27975.47,850.02,2976952.8,150,924832.15,425.01,50,325,4800.84
480.158,63174.32,45664460.4,1366098.86,7201.64,3579118.44,286325.27,28050.6,450.01,3045718.04,100,926508.52,400.01,0,600.01,4450.72
480.631,59911.82,45655219.77,1369265.66,6201.22,3594222.74,284899.3,27549.7,900.03,3007217.06,25,950104.32,500.01,0,675.02,4075.61
481.104,58506.64,45545301.02,1367563.51,6901.51,3565746.56,286732.67,26823.42,750.02,3076860.03,75,950237.72,325,25,325,3425.43
481.577,64178.3,45980713.53,1371887.04,7401.74,3579690.71,290654.86,27299.25,1100.04,3067300.85,75,944934.88,425.01,25,500.01,4000.58
482.05,63375.11,45373038.51,1408089.39,7101.6,3554900.08,292794.66,27199.08,500.01,3022239.33,100,946426.68,225,0,450.01,3325.4
482.523,56750.34,45837272.9,1392105.99,7001.55,3553624.69,279553.08,26773.33,450.01,3009658.86,150,919325.22,175,25,300,3700.5
482.996,62320.99,45965351.03,1400476.01,6001.14,3540528.99,276498.93,27875.28,400.01,3049077.02,125,934626.97,325,0,450.01,2525.23
483.469,65583.99,45822032.27,1417607.36,5851.08,3636477.82,276651.59,28326.11,500.01,3066462.37,325,939580.2,200,25,350,2875.3
483.942,62120.22,46371569.79,1463261.75,6051.16,3613650.47,262711.75,27174.03,550.01,3007014.33,100,918899.83,0,0,375.01,2325.2
484.415,60915.59,46084401.03,1445976.4,5200.86,3576888.75,257068.15,26122.21,550.01,3037644.21,125,926481.95,250,25,350,2075.16
484.888,59962.01,46110388.53,1441213.02,5550.98,3584757.5,249952.98,27324.3,600.01,2945405.93,125,914405.49,50,25,525.01,1925.14
485.361,61317.13,46339872.91,1451087.24,4800.73,3514512.97,258034.04,26372.64,400.01,2970398.11,150,902126,275,0,400.01,2950.32
485.834,63174.32,45647347.9,1443654.04,6701.42,3519870.78,265814.12,29378.09,800.02,2994608.27,150,916798.65,400.01,0,425.01,2750.28
486.307,66588.11,45709797.9,1460974.54,6251.24,3563326.25,279756.72,27549.7,600.01,3041346.36,325,920256.17,325,0,375.01,3225.38
486.78,63676.31,45690213.52,1462377.67,7351.71,3560920.78,291979.45,28326.11,550.01,2991913.35,175,929622.48,350,75,425.01,5501.11
487.253,63826.9,45586844.77,1425418.68,7651.85,3581965.71,304262.75,28501.44,650.01,3014086.79,250,936517.7,650.01,50,625.01,10228.82
487.727,59108.85,45881319.78,1444014.78,8252.16,3584034.46,317474.3,28977.33,700.02,3083684.64,400.01,961542.7,575.01,25,675.02,15383.64
488.2,63626.09,45854454.15,1462883.43,10103.23,3559474.69,315943.46,30455.18,850.02,3039281.51,500.01,958262.33,925.03,200,2150.17,17235.85
488.673,61819.05,46169360.41,1441424.15,9552.89,3533348.52,329011.63,28175.83,750.02,3053921.36,400.01,949438.01,450.01,150,900.03,16885.41
489.146,65835.01,44998197.88,1436986.26,16058.17,3458539.53,331054.52,29252.85,500.01,3035506.32,350,917676.29,750.02,25,675.02,13381.54
489.619,60915.59,44155644.74,1380973.86,24068.34,3374822.73,416070.61,26522.89,4150.57,2868386.78,200,895804.12,700.02,75,950.03,11179.56
490.092,58757.56,43424769.72,1332196.71,45465.38,3315198.51,527129.75,27750.07,700.02,2699585.02,425.01,858776.19,925.03,100,1775.11,13281.44
490.565,51883.88,40595922.78,1259554.42,168898.72,3092444.41,661600.16,25220.71,1250.05,2511856.11,225,812276.09,1100.04,0,2025.15,12180.42
491.038,50027.99,37227535.21,1170488.89,137798.82,2861359.44,663478.09,22090.89,400.01,2351634.62,525.01,746554.61,850.02,0,1450.08,12280.51
491.511,45965.84,34327847.64,1050190.94,141380.26,2570474.86,517513.15,20038.07,1300.06,2116132.47,475.01,663119.45,950.03,75,1500.08,14432.61
491.984,41102.67,29256056.9,879462.13,244275.4,2160798.88,460760.51,15207.53,1000.03,1786771.52,150,562320.47,875.03,75,1500.08,14407.58
492.457,31080.12,23794914.59,703982.34,166271.02,1796375.82,433848.98,10903.87,1450.07,1452448.08,400.01,449332.09,700.02,50,1375.07,15058.28
492.93,28024.49,18355500.41,528591.32,186090.39,1325478.94,544413.15,9102.7,1450.07,1130581.47,250,343159.5,725.02,0,1875.13,14432.61
493.403,17509.56,12954937.79,370183.82,317205.16,939308.13,743705.78,5150.86,950.03,750504.56,175,255897.3,950.03,50,1875.13,12780.96
493.876,12604.96,8934300.98,250976.42,218248.25,598252.16,1263344.56,3875.49,1050.04,493424.57,275,205688.21,1175.05,175,5301.01,11454.79
494.349,9052.56,6849741.56,172637.46,473083.9,451025.21,1740906.87,3650.43,3200.34,404182.77,425.01,205358.62,900.03,50,10353.84,9002.96
494.822,8452.23,6588589.21,180170.83,567469.1,463276.33,2321634.04,4100.55,6101.23,493218.03,225,242674.44,1975.13,100,5150.95,9528.32
495.295,13805.95,9700401,269172.1,563842.59,713496.99,2336602.4,6101.21,4450.65,714445.23,325,326892.68,1925.13,100,4550.74,7326.96
495.768,20062.56,14712786.27,407535.82,603208.27,1111240.85,2146536.18,8677.45,4650.71,1019565.26,400.01,426976.23,1325.06,100,4725.8,6926.75
496.241,28024.49,20567886.4,571755.09,688127.6,1600260,2095115.67,13530.96,7301.76,1394434.8,400.01,527947.57,1425.07,75,4550.74,7852.25
496.715,35138.5,26590013.09,718462.37,499323.74,1913665.67,2040077.78,16008.34,2800.26,1780858.24,225,652637.81,1300.06,0,4400.69,5276.02
497.188,41353.31,31835253.84,932180.2,337673.2,2388213.14,1651235.78,19387.23,2250.17,2132280.13,250,730733.81,850.02,25,4625.77,5651.17
497.661,47269.64,35961250.8,1074588.31,314501.89,2691862.17,1662740.86,23367.78,2150.15,2391109.04,350,852234.3,825.02,25,3675.48,4925.89
498.134,55847.18,40911179.04,1187967.7,245595.64,3069315.69,1571733.73,25070.46,1400.06,2636890.49,225,880355.98,725.02,75,2275.19,5876.26
498.607,51231.79,41564716.55,1274728.54,188670.72,3157632.1,919094.06,24845.09,1150.04,2762414.51,200,905128.34,475.01,75,2075.15,5701.19
499.08,60463.89,43375644.72,1292963.9,128974.71,3423545.39,641009.98,26873.51,650.01,2891820.57,225,954049.44,3925.53,100,1125.05,8277.5
